tconst	directors	writers
tt9893126	\N	\N
tt9893128	\N	\N
tt9893130	nm7529110	nm7529110
tt9893132	nm0669120	\N
tt9893134	nm10494482	nm9063363,nm10514142,nm10494482,nm2596907
tt9893136	nm10521913	nm10521914
tt9893138	\N	\N
tt9893140	nm2812855	nm2812855
tt9893142	nm2186703	nm2186703
tt9893144	\N	\N
tt9893146	\N	\N
tt9893148	nm10494482	nm10494482
tt9893150	\N	\N
tt9893152	nm10521913	nm10521914
tt9893154	\N	\N
tt9893156	nm3612206	nm9002925
tt9893158	nm5674961	nm5674961
tt9893160	nm1902511	nm1761309
tt9893162	nm0862312	nm0780946,nm0123480,nm5560577,nm0234638
tt9893164	nm10521913	nm10521914
tt9893166	\N	nm0035568
tt9893168	\N	\N
tt9893170	nm10525539	nm10525539
tt9893172	\N	\N
tt9893174	nm1360508,nm2537391	nm4854061,nm2136540,nm0171027,nm0345640,nm0360321,nm3254254,nm0731647
tt9893176	nm0862312	nm0780946,nm0123480,nm5560577,nm0610963,nm1306973
tt9893178	nm1909342	\N
tt9893180	\N	\N
tt9893182	nm4904598	\N
tt9893184	\N	\N
tt9893186	nm1016686,nm0820121	nm1012118,nm0608994,nm0828966
tt9893188	nm10528224	nm10528224
tt9893190	\N	\N
tt9893192	nm3541712	nm10532915
tt9893194	\N	\N
tt9893196	\N	\N
tt9893202	nm8148734	nm8148734
tt9893206	\N	\N
tt9893208	nm4689088	nm7203015,nm5611364,nm4689088
tt9893210	nm6740536,nm6452762	nm6689085,nm6689083,nm7802022,nm6740536,nm6452762
tt9893212	nm0535707	\N
tt9893214	\N	\N
tt9893216	\N	nm9201778
tt9893218	\N	nm1955863
tt9893220	nm0535707	\N
tt9893222	nm1346884	nm1346884,nm1684234
tt9893224	nm4195982	nm4195982
tt9893226	nm0535707	\N
tt9893228	nm5835918	nm9868648,nm9897047,nm5835918
tt9893232	\N	\N
tt9893234	nm0831968,nm0562137	nm0608994,nm0990902,nm1014173,nm0312076
tt9893236	\N	\N
tt9893238	\N	nm8355025
tt9893240	\N	\N
tt9893242	\N	\N
tt9893244	\N	\N
tt9893246	\N	\N
tt9893248	\N	\N
tt9893250	nm2128335	nm2128335
tt9893252	\N	\N
tt9893254	nm0733227	nm0237705,nm0918597,nm1153496,nm0669149,nm0168883
tt9893256	\N	\N
tt9893258	\N	\N
tt9893260	\N	nm4079699
tt9893264	\N	nm10528284
tt9893266	nm10467223	nm10467223
tt9893268	\N	\N
tt9893270	\N	\N
tt9893272	\N	\N
tt9893274	\N	\N
tt9893276	\N	\N
tt9893278	nm0121464	nm10528414,nm0732187
tt9893280	\N	nm10528415
tt9893282	\N	nm8355025
tt9893284	nm1227511,nm0487352,nm1442386	nm1569740,nm4166617,nm1258882,nm2808738,nm1045959,nm5763477,nm1932068,nm5574646,nm9732308,nm8987684,nm2940057,nm2987572,nm1870111,nm2078635,nm4283131,nm6061048,nm4859760,nm10649516,nm1863751,nm4137535
tt9893286	nm6556749	nm9439446,nm9439447
tt9893288	\N	\N
tt9893290	nm3611190	\N
tt9893292	nm0149446	nm0074488,nm0149446
tt9893296	nm10320722	nm10320722,nm10400563
tt9893298	\N	\N
tt9893300	nm10524774,nm8799441	\N
tt9893302	nm0558857	nm9070615,nm1271554,nm9404851
tt9893304	nm2203661	nm2203661
tt9893306	\N	\N
tt9893308	nm9902669	\N
tt9893310	\N	\N
tt9893312	nm0460172	nm0640106
tt9893314	\N	\N
tt9893316	\N	\N
tt9893318	\N	\N
tt9893320	nm0764222	\N
tt9893322	\N	\N
tt9893324	\N	nm7517116,nm7517117
tt9893326	\N	\N
tt9893328	nm0195537,nm1982278,nm1090362	nm0844327,nm1804726,nm2808738,nm0034201,nm0182911,nm10318839,nm1309631
tt9893330	\N	\N
tt9893332	\N	\N
tt9893338	nm2815089	nm2815089
tt9893340	\N	\N
tt9893342	\N	\N
tt9893344	\N	\N
tt9893346	\N	\N
tt9893348	nm2407302	nm10530846
tt9893350	\N	nm5139222,nm9141212,nm1325872
tt9893352	\N	\N
tt9893354	\N	\N
tt9893356	\N	\N
tt9893358	\N	\N
tt9893360	\N	\N
tt9893362	nm8799441	\N
tt9893364	\N	\N
tt9893366	\N	\N
tt9893368	\N	\N
tt9893370	nm9921365	\N
tt9893372	\N	\N
tt9893374	\N	\N
tt9893376	\N	\N
tt9893378	\N	\N
tt9893380	nm6839288	\N
tt9893384	nm4743843	\N
tt9893388	\N	\N
tt9893390	\N	\N
tt9893392	\N	nm5524841,nm0509030,nm1471415,nm8232024,nm0911358
tt9893394	\N	\N
tt9893396	nm0989920	nm0989920
tt9893398	\N	\N
tt9893400	\N	\N
tt9893402	nm1663004	nm2110261,nm5246010,nm8205128,nm4644839
tt9893408	\N	\N
tt9893410	\N	\N
tt9893412	nm10528480	\N
tt9893414	nm9921365	\N
tt9893416	\N	\N
tt9893418	\N	\N
tt9893420	nm6271240	nm10513400
tt9893422	\N	\N
tt9893424	\N	\N
tt9893426	\N	\N
tt9893430	\N	\N
tt9893432	\N	\N
tt9893434	\N	\N
tt9893436	\N	\N
tt9893438	\N	\N
tt9893440	\N	\N
tt9893442	\N	\N
tt9893444	\N	\N
tt9893446	\N	\N
tt9893448	\N	\N
tt9893450	nm10734382,nm10528495	nm10528495
tt9893452	\N	nm8355025,nm11855541,nm10528497
tt9893454	\N	\N
tt9893456	\N	\N
tt9893462	\N	\N
tt9893464	\N	\N
tt9893468	\N	\N
tt9893470	nm2667446	nm2163353
tt9893472	\N	\N
tt9893474	\N	\N
tt9893476	\N	\N
tt9893478	nm2667446	nm2163353
tt9893480	\N	\N
tt9893482	\N	\N
tt9893484	\N	\N
tt9893486	\N	\N
tt9893488	nm0008041	nm0008041,nm1995428
tt9893490	\N	\N
tt9893492	\N	\N
tt9893494	nm10188526	nm10188527
tt9893496	\N	\N
tt9893498	nm7691613	nm7691613
tt9893500	\N	\N
tt9893502	\N	\N
tt9893504	\N	\N
tt9893506	nm9319392	\N
tt9893508	\N	\N
tt9893510	\N	\N
tt9893512	\N	\N
tt9893514	\N	\N
tt9893516	\N	\N
tt9893518	\N	\N
tt9893522	\N	\N
tt9893524	\N	\N
tt9893526	\N	\N
tt9893528	nm5602553	nm5602553
tt9893530	\N	\N
tt9893532	\N	\N
tt9893534	\N	\N
tt9893536	nm2789124	\N
tt9893538	\N	\N
tt9893540	nm0008041	nm0008041,nm1995428
tt9893542	\N	\N
tt9893544	\N	\N
tt9893546	\N	\N
tt9893548	\N	\N
tt9893550	\N	\N
tt9893554	\N	\N
tt9893556	\N	\N
tt9893558	\N	\N
tt9893560	\N	\N
tt9893562	\N	\N
tt9893564	\N	\N
tt9893566	\N	\N
tt9893570	\N	\N
tt9893572	nm7705496,nm5299647,nm7705497	nm7705496,nm7705497,nm5299647,nm5271655,nm8297018,nm7746349
tt9893574	\N	\N
tt9893576	\N	\N
tt9893578	nm0008041	nm0008041,nm1995428
tt9893580	\N	\N
tt9893582	\N	\N
tt9893584	\N	\N
tt9893586	nm6958887	nm6958887
tt9893588	nm10188526	nm10188526,nm10188527
tt9893590	nm10528578	nm10528582,nm9271119
tt9893592	nm2335038	nm0634928,nm1112853
tt9893594	nm0461536,nm3070856	\N
tt9893598	nm0008041	nm0008041,nm1995428
tt9893600	nm2335038	nm0634928
tt9893602	nm9454898	nm9454898
tt9893604	nm3189181	nm0227576,nm3552751,nm0781238,nm0798881
tt9893608	nm9289918	nm9289918
tt9893610	nm7912230,nm9454898	nm9454898,nm9461738,nm9457086,nm9461739
tt9893612	\N	\N
tt9893616	nm2335038	nm0634928,nm1718026
tt9893618	nm10528604,nm10528603	nm10528604
tt9893620	nm9289918	nm9289918
tt9893622	\N	\N
tt9893624	nm7912230	nm9454898,nm7912230
tt9893626	\N	\N
tt9893628	\N	\N
tt9893630	nm9289918	nm9289918
tt9893632	nm5520267	nm10523857,nm9822258
tt9893634	\N	\N
tt9893636	nm0008041	nm0008041,nm1995428
tt9893638	\N	\N
tt9893640	nm0817989	\N
tt9893642	\N	\N
tt9893644	nm2150568	nm2150568,nm2374167
tt9893646	nm7015297	nm7015297
tt9893648	\N	\N
tt9893650	nm2667205	nm2667205
tt9893652	nm0005647	nm0131064,nm3702103
tt9893656	\N	\N
tt9893658	\N	\N
tt9893660	\N	\N
tt9893662	\N	\N
tt9893664	nm9360167,nm9491013,nm1553654	nm9491013,nm10528645
tt9893666	\N	\N
tt9893668	nm0008041	nm0008041,nm1995428
tt9893670	\N	\N
tt9893672	\N	\N
tt9893674	\N	\N
tt9893676	\N	\N
tt9893678	\N	\N
tt9893682	\N	\N
tt9893686	nm6069742	nm6069742
tt9893688	nm10528670	\N
tt9893690	\N	\N
tt9893692	\N	\N
tt9893694	\N	\N
tt9893696	nm6069936	nm9516780
tt9893698	nm0008041	nm0008041,nm1995428
tt9893700	\N	\N
tt9893702	nm0092632	\N
tt9893704	nm0542943	nm0542943
tt9893706	\N	\N
tt9893708	\N	\N
tt9893710	nm2726260	\N
tt9893712	\N	\N
tt9893716	\N	\N
tt9893718	nm10217526	nm10217526
tt9893720	\N	\N
tt9893722	\N	\N
tt9893724	\N	\N
tt9893726	\N	\N
tt9893728	\N	\N
tt9893730	nm5304684,nm6332890,nm4406708,nm10410979	nm5304684
tt9893732	\N	nm1838444
tt9893734	\N	\N
tt9893736	\N	\N
tt9893738	\N	\N
tt9893740	nm10528698	nm10528698
tt9893742	\N	\N
tt9893744	\N	\N
tt9893746	nm10069934	nm10069934
tt9893750	nm10217526	nm10217526
tt9893752	nm2150568	nm2374167
tt9893754	\N	\N
tt9893756	nm10528730	nm10528731,nm10528730
tt9893758	nm10528733	nm10528733
tt9893760	\N	\N
tt9893764	\N	\N
tt9893766	\N	\N
tt9893770	\N	\N
tt9893772	nm8998023	nm3566861
tt9893776	\N	\N
tt9893778	\N	\N
tt9893780	\N	\N
tt9893782	\N	\N
tt9893784	nm5389223,nm6322835	nm3253005
tt9893788	\N	nm0718031
tt9893794	nm5478690	nm5478690
tt9893796	nm5860432	nm4402796
tt9893798	nm9358772	nm9358772
tt9893800	nm6506399	nm6506399
tt9893802	nm9875282	nm9875282
tt9893804	nm3798229,nm0281083	nm4864678
tt9893808	nm6726958	nm6726958
tt9893810	nm2163736	nm2163736,nm2166814
tt9893812	nm0284006	nm9658655,nm0284006
tt9893814	\N	\N
tt9893816	\N	\N
tt9893818	nm2163736	nm2163736,nm2166814
tt9893820	\N	\N
tt9893822	nm2163736	nm2163736,nm2166814
tt9893824	nm0191258	nm2971395
tt9893826	nm2163736	nm2163736,nm2166814
tt9893828	nm2163736	nm2163736,nm2166814
tt9893830	nm0388477	nm3651113
tt9893832	nm2163736	nm2163736,nm2166814
tt9893836	\N	\N
tt9893838	nm3172726	nm10528546,nm11890238
tt9893840	nm2163736	nm2163736,nm2166814
tt9893842	nm2163736	nm2163736,nm2166814
tt9893844	nm2163736	nm2163736,nm2166814
tt9893846	nm2428673,nm4593730	nm2428673,nm4593730
tt9893848	nm1346884	nm1346884
tt9893850	nm10528853	nm10528853
tt9893852	nm2163736	nm2163736,nm2166814
tt9893854	nm2163736	nm2163736,nm2166814
tt9893856	nm1857068,nm0676530	nm11276851
tt9893858	nm2163736	nm2163736,nm2166814
tt9893860	\N	\N
tt9893862	\N	\N
tt9893864	\N	\N
tt9893866	nm8903819	nm8903819
tt9893870	\N	\N
tt9893872	nm2675617	\N
tt9893874	nm10528853	nm10528855
tt9893876	\N	\N
tt9893878	nm0347481	nm10528887,nm0347481
tt9893880	\N	\N
tt9893882	nm2163736	nm2166814
tt9893884	nm10468826	nm10484387,nm10484359,nm10528891,nm10468826
tt9893886	\N	\N
tt9893888	\N	\N
tt9893892	\N	\N
tt9893898	\N	\N
tt9893900	nm4715123	nm10528901
tt9893902	nm3678830	nm3678830
tt9893904	nm0105680	nm5774530
tt9893908	\N	\N
tt9893910	nm10528934	nm10528934
tt9893912	\N	nm1314316
tt9893914	\N	nm10525539
tt9893916	\N	\N
tt9893918	nm7750707	nm7750707,nm10476880
tt9893920	nm2829693	nm2829693
tt9893922	nm10528947	nm5343619
tt9893924	nm0353893	\N
tt9893926	nm8208511	nm8208511
tt9893928	\N	\N
tt9893930	nm10787850	nm10528963
tt9893932	nm10528733	nm10528733
tt9893936	\N	\N
tt9893938	\N	\N
tt9893940	nm6839281	nm7292200,nm1078542,nm4060172
tt9893942	\N	\N
tt9893944	nm10528985	nm10528985
tt9893946	\N	\N
tt9893948	\N	\N
tt9893950	\N	nm5969572
tt9893952	\N	\N
tt9893954	\N	\N
tt9893956	\N	\N
tt9893958	\N	\N
tt9893960	\N	\N
tt9893962	nm9098604	nm9098604
tt9893964	\N	\N
tt9893966	\N	\N
tt9893968	nm0520499	nm0520499
tt9893970	nm6224738	nm6224738
tt9893972	\N	nm1921290,nm0388477
tt9893976	nm1119279	nm0250315,nm1119279
tt9893984	nm2958943	nm2958943
tt9893988	\N	\N
tt9893992	\N	\N
tt9893994	\N	\N
tt9893996	nm1119279	\N
tt9893998	\N	\N
tt9894000	nm11927154	nm9368066,nm9368067,nm10399095
tt9894002	\N	\N
tt9894004	\N	nm10004634
tt9894006	\N	\N
tt9894008	nm8454881,nm9851710	nm13530950,nm9851710,nm14040275,nm8454881
tt9894010	nm4111091	nm10529029
tt9894018	\N	\N
tt9894022	\N	\N
tt9894024	\N	\N
tt9894026	nm9643407	nm9643407
tt9894028	nm7583512	nm6002257
tt9894030	nm3318881	\N
tt9894034	\N	nm2539782,nm0005540
tt9894036	nm10529052	nm10537088,nm10529052
tt9894038	nm6493106	\N
tt9894042	\N	\N
tt9894044	nm10529058	\N
tt9894046	\N	\N
tt9894048	nm7858871	nm7858871,nm2162096
tt9894050	nm2028380	nm2028380
tt9894052	\N	\N
tt9894054	\N	\N
tt9894056	nm10443479	nm10443479
tt9894058	nm1515741	nm1515741
tt9894060	nm10529052	nm10529052
tt9894062	\N	\N
tt9894066	\N	\N
tt9894068	\N	\N
tt9894070	nm10438601	nm9757324
tt9894072	nm1936500	\N
tt9894074	\N	\N
tt9894076	\N	\N
tt9894078	nm2028380	nm2028380
tt9894082	nm10172643	\N
tt9894084	nm4412275	nm4412275,nm4959101
tt9894086	\N	nm6563389
tt9894090	\N	\N
tt9894092	\N	\N
tt9894094	\N	\N
tt9894096	nm1339707,nm2717602	\N
tt9894098	nm10529107	\N
tt9894100	nm7169194	nm5080061,nm6746312
tt9894104	nm6827263	nm6827263
tt9894106	\N	\N
tt9894108	nm0464880	\N
tt9894110	nm10529113	nm10529113
tt9894116	nm2875158,nm10529116	\N
tt9894118	nm0121464	nm10528414,nm0732187
tt9894120	nm1227859	nm0341311
tt9894122	nm9516648	nm9516648
tt9894124	nm1227859	nm0341311
tt9894126	nm0121464	nm10528414,nm0732187
tt9894128	nm10529129	\N
tt9894130	nm1339707,nm2717602	\N
tt9894132	nm0121464	nm10528414,nm0732187
tt9894134	nm3151685	nm10075266
tt9894136	nm0121464	nm10528414,nm0732187
tt9894138	nm0121464	nm10528414,nm0732187
tt9894140	nm0121464	nm10528414,nm0732187
tt9894142	nm2717602,nm1339707	\N
tt9894144	nm1339707,nm2717602	\N
tt9894146	nm1339707,nm2717602	\N
tt9894150	\N	\N
tt9894154	nm2717602,nm1339707	\N
tt9894160	nm1339707,nm2717602	\N
tt9894162	nm8548068	nm8027014
tt9894164	nm1339707,nm2717602	\N
tt9894166	nm10527180	nm10527180
tt9894168	nm2717602	\N
tt9894170	nm2595237	nm7675256,nm2595237
tt9894172	\N	\N
tt9894174	nm2717602	\N
tt9894176	nm2717602	\N
tt9894178	nm2665286	nm1771599,nm2059777,nm1054957,nm1666014,nm1834305
tt9894180	nm2717602	nm6273213
tt9894182	nm10529165	\N
tt9894184	nm2717602	nm6273213
tt9894186	\N	\N
tt9894188	\N	\N
tt9894190	\N	\N
tt9894194	nm9257787	nm9257787
tt9894196	nm2717602	nm6273213
tt9894198	nm2717602	\N
tt9894202	nm10529191	\N
tt9894204	nm2717602	\N
tt9894206	\N	\N
tt9894208	\N	\N
tt9894210	\N	\N
tt9894212	nm2717602	\N
tt9894214	\N	\N
tt9894216	\N	\N
tt9894218	\N	\N
tt9894220	\N	\N
tt9894222	\N	\N
tt9894224	\N	\N
tt9894226	\N	\N
tt9894228	\N	\N
tt9894230	nm2717602	\N
tt9894232	\N	\N
tt9894234	\N	\N
tt9894236	\N	\N
tt9894238	\N	\N
tt9894240	\N	\N
tt9894242	\N	\N
tt9894244	\N	\N
tt9894248	\N	\N
tt9894250	\N	\N
tt9894252	\N	\N
tt9894254	nm2717602	\N
tt9894256	\N	\N
tt9894258	\N	\N
tt9894260	\N	\N
tt9894262	\N	\N
tt9894264	\N	\N
tt9894266	\N	\N
tt9894268	nm2717602	nm6273213
tt9894270	\N	\N
tt9894272	\N	\N
tt9894274	nm2717602	nm6273213
tt9894276	\N	\N
tt9894278	\N	\N
tt9894280	\N	\N
tt9894282	\N	\N
tt9894284	\N	\N
tt9894286	\N	\N
tt9894288	\N	\N
tt9894290	\N	\N
tt9894292	\N	\N
tt9894294	nm2717602	\N
tt9894296	nm2717602	\N
tt9894298	\N	\N
tt9894300	\N	nm0647739,nm0770504
tt9894302	nm11982343	\N
tt9894304	nm1353709	nm0808850,nm0390852,nm2962668
tt9894306	nm3364290	\N
tt9894308	nm1353709	nm0808850,nm0390852,nm1287749
tt9894312	nm1353709	nm0808850,nm0390852,nm1051819
tt9894314	nm1968777	nm0702560,nm5355370,nm3221923,nm5905642,nm9880527,nm5029992
tt9894316	nm2188688	nm2188688
tt9894318	nm1637865	\N
tt9894320	\N	\N
tt9894322	nm9684548	nm9684549,nm9684548
tt9894324	\N	\N
tt9894326	\N	\N
tt9894328	nm3734948	nm9363337,nm8271396,nm3734948
tt9894330	\N	\N
tt9894332	nm4970779	nm4970779
tt9894334	\N	\N
tt9894336	\N	\N
tt9894338	nm10524724	\N
tt9894340	nm3858452	nm3858452
tt9894342	nm10529268	nm10529268
tt9894346	nm0235663	nm0098247
tt9894348	\N	\N
tt9894350	nm10035463	nm10035463
tt9894354	nm2802399,nm1108967,nm1082560	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894356	nm1082560,nm1108967,nm2802399	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894358	nm2802399,nm1082560,nm1108967	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894360	nm1082560,nm1108967,nm2802399	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894362	nm1108967,nm2802399,nm1082560	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894364	nm2802399,nm1108967,nm1082560	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894366	nm1108967,nm2802399,nm1082560	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894368	\N	\N
tt9894370	nm1108967,nm2802399,nm1082560	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894372	nm2802399,nm1108967,nm1082560	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894374	nm1108967,nm1082560,nm2802399	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894376	nm1082560,nm1108967,nm2802399	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894378	nm1108967,nm1082560,nm2802399	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894380	nm1082560,nm1108967,nm2802399	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894382	nm1108967,nm1082560,nm2802399	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894384	nm2802399,nm1082560,nm1108967	nm10218491,nm0477499,nm2779196,nm10218492,nm10218490
tt9894386	\N	nm8780177
tt9894388	nm1878192	nm1878192
tt9894390	nm9239554	\N
tt9894392	nm5685983	nm5685983
tt9894394	nm10529303,nm10529305,nm10529304	nm5489577,nm10529311,nm10529312
tt9894396	nm9803911	nm9803911
tt9894398	\N	\N
tt9894400	nm1723779	nm3000629,nm0005277,nm0725200
tt9894402	nm1723779	nm1643805,nm0037434,nm1328630,nm1488941,nm3000629,nm0452993,nm1572544,nm1682822,nm1610222,nm0005277,nm0725200,nm0806955,nm0842173
tt9894404	nm3128179	nm5500849
tt9894406	nm1723779	nm3000629,nm0005277,nm0725200
tt9894408	\N	nm2684889,nm1500972
tt9894410	nm1723779	nm3000629,nm0005277,nm0725200
tt9894412	nm6352305	nm10529323
tt9894414	\N	\N
tt9894416	\N	\N
tt9894418	nm10529328	nm10529328
tt9894420	nm10529335	nm10529335
tt9894422	nm5346431,nm10065693,nm10529338	nm10529338,nm5346431,nm10065693
tt9894424	nm8153296	nm8153296
tt9894426	nm0000750	nm7682573
tt9894428	\N	\N
tt9894430	\N	nm5657522,nm3037068
tt9894432	nm5301329	nm5301329
tt9894434	nm0498898,nm1162222	nm3524334,nm1142065
tt9894436	nm6560662,nm7605042	nm7605042,nm6560662
tt9894438	\N	\N
tt9894440	nm0459732	nm0413132,nm1268974,nm5447812,nm6223235
tt9894442	nm3533255	\N
tt9894444	nm5079004	nm5079004
tt9894446	\N	\N
tt9894448	\N	\N
tt9894450	nm1315212	nm1315212
tt9894452	\N	\N
tt9894454	\N	\N
tt9894456	nm3533255	\N
tt9894458	\N	\N
tt9894460	\N	\N
tt9894462	\N	\N
tt9894464	\N	\N
tt9894466	\N	\N
tt9894468	\N	\N
tt9894470	nm3976308	nm2244274,nm2100227
tt9894472	\N	\N
tt9894474	\N	\N
tt9894476	\N	\N
tt9894478	\N	\N
tt9894480	\N	\N
tt9894482	\N	\N
tt9894484	nm1627405	\N
tt9894486	nm0299348	nm0644823
tt9894488	nm0170043	nm0170043
tt9894490	\N	\N
tt9894492	\N	\N
tt9894494	nm2937142,nm1156606	\N
tt9894496	\N	\N
tt9894498	nm6678217	nm3244078,nm6678217,nm7577307
tt9894500	\N	\N
tt9894502	\N	\N
tt9894504	\N	\N
tt9894506	\N	\N
tt9894508	\N	\N
tt9894510	\N	\N
tt9894512	\N	\N
tt9894514	nm8032839	\N
tt9894516	nm1156606	nm2689816,nm2584046,nm1156606
tt9894518	\N	\N
tt9894520	\N	\N
tt9894524	\N	\N
tt9894526	\N	\N
tt9894528	\N	\N
tt9894530	\N	\N
tt9894532	\N	\N
tt9894534	\N	\N
tt9894536	\N	\N
tt9894538	\N	\N
tt9894540	nm7108264	\N
tt9894542	\N	\N
tt9894544	nm1600756	\N
tt9894546	\N	\N
tt9894548	\N	\N
tt9894550	nm0726386	nm1811360
tt9894552	\N	nm2659298
tt9894554	nm0237816	nm0237816
tt9894556	\N	\N
tt9894558	\N	\N
tt9894560	nm10529404	nm10529404,nm0835297,nm0835298
tt9894562	nm5464451,nm10427862,nm6241613,nm1480732,nm3803271	\N
tt9894564	\N	\N
tt9894566	\N	\N
tt9894568	nm0035840	nm0113880
tt9894570	\N	\N
tt9894572	\N	\N
tt9894574	nm1642889,nm3701322,nm1954163,nm6104652,nm7826373	\N
tt9894576	nm6957336,nm1954163,nm6104652,nm7826373,nm3701322	\N
tt9894578	\N	\N
tt9894580	nm5749435	nm2477721,nm3390426,nm10529432,nm8137654
tt9894582	\N	\N
tt9894584	nm3246302	nm10529435,nm3246302,nm3870757,nm10529436,nm3059863,nm10529437
tt9894586	\N	\N
tt9894588	\N	\N
tt9894590	\N	\N
tt9894592	\N	\N
tt9894594	\N	\N
tt9894596	\N	\N
tt9894598	\N	\N
tt9894600	\N	\N
tt9894602	\N	\N
tt9894604	\N	\N
tt9894606	nm1407496	\N
tt9894608	\N	\N
tt9894610	\N	\N
tt9894612	\N	\N
tt9894614	\N	\N
tt9894616	\N	\N
tt9894618	nm0652213	nm0652213
tt9894620	nm1294793,nm0622350,nm1364603	nm2109307,nm5139244
tt9894622	nm10529463	nm10529463
tt9894624	nm0482774	nm0407150,nm1628335
tt9894626	nm10529468,nm7110868,nm8902258	nm8902258,nm10529468,nm7110868
tt9894628	nm1338259	nm1569956,nm1625152
tt9894632	nm4935944	\N
tt9894634	nm3494686	nm3494686
tt9894636	nm0035840	nm0113880
tt9894640	nm0470249	\N
tt9894642	nm0652213	nm0652213
tt9894644	nm3494686	nm3494686
tt9894646	nm0035840	nm0113880
tt9894648	\N	\N
tt9894650	nm0622350,nm1294793,nm1364603	nm2109307,nm5139244
tt9894652	nm2063642	nm2063642
tt9894654	nm1294793,nm1364603,nm0622350	nm2109307,nm5139244
tt9894656	nm3494686	nm3494686
tt9894658	nm5143645	nm5143645
tt9894660	nm3555793	nm3089836,nm1189390
tt9894662	nm0622350,nm1294793,nm1364603	nm2109307,nm5139244
tt9894664	nm1294793,nm1364603,nm0622350	nm2109307,nm5139244
tt9894666	nm1294793	\N
tt9894668	nm7296944,nm7296943	nm7296944,nm7296943
tt9894670	nm1294793	\N
tt9894672	nm1350333	\N
tt9894674	\N	\N
tt9894676	nm10529489	nm10529489
tt9894678	nm1294793	\N
tt9894680	\N	\N
tt9894682	\N	\N
tt9894684	nm9173182	nm9173182
tt9894686	\N	\N
tt9894688	\N	\N
tt9894690	\N	\N
tt9894692	\N	\N
tt9894696	\N	\N
tt9894698	\N	\N
tt9894700	\N	\N
tt9894704	\N	\N
tt9894706	\N	\N
tt9894708	\N	\N
tt9894710	nm0341372	nm0341372
tt9894712	\N	\N
tt9894714	nm8171668	\N
tt9894716	\N	\N
tt9894718	\N	\N
tt9894720	\N	\N
tt9894722	nm5085940	nm3048545,nm5085940
tt9894724	\N	\N
tt9894726	\N	\N
tt9894728	\N	\N
tt9894730	\N	\N
tt9894732	\N	\N
tt9894734	\N	nm1134367
tt9894736	\N	nm1134367
tt9894738	\N	\N
tt9894740	nm10529550	\N
tt9894742	\N	\N
tt9894744	\N	\N
tt9894746	\N	\N
tt9894748	\N	\N
tt9894750	\N	\N
tt9894752	\N	nm4434455,nm4780828,nm9471652
tt9894754	\N	\N
tt9894758	\N	\N
tt9894760	\N	\N
tt9894762	\N	\N
tt9894764	nm0470249	\N
tt9894766	nm2163736	nm2166814
tt9894768	\N	\N
tt9894770	nm2163736	nm2166814
tt9894772	nm2163736	nm2166814
tt9894774	\N	\N
tt9894776	\N	\N
tt9894780	nm2163736	nm2166814
tt9894782	nm2163736	nm2166814
tt9894784	nm1066081	nm9955181
tt9894786	nm2163736	nm2166814
tt9894788	nm0881386	nm1836368,nm1482639,nm2586970
tt9894790	nm0279146	nm0921423
tt9894792	\N	\N
tt9894794	\N	\N
tt9894796	\N	\N
tt9894798	nm10402012	\N
tt9894800	\N	\N
tt9894802	nm8196334	\N
tt9894804	nm1037455	nm1037455
tt9894806	nm1037455	nm1037455
tt9894808	nm1037455	nm1037455
tt9894810	nm3265779	nm3265779
tt9894812	nm0881386	nm1482639,nm2586970
tt9894814	nm1037455	nm1037455
tt9894816	nm4941355,nm3062676	\N
tt9894818	nm1037455	nm1037455
tt9894820	nm1037455	nm1037455
tt9894822	nm4715514,nm3539359	nm3539359
tt9894824	nm6130813	\N
tt9894826	nm1037455	nm1037455
tt9894828	nm1037455	nm1037455
tt9894830	nm1037455	nm1037455
tt9894832	nm1037455	nm1037455
tt9894834	nm1037455	nm1037455
tt9894836	nm1037455	nm1037455
tt9894838	nm10524546	\N
tt9894840	nm1037455	nm1037455
tt9894842	nm1037455	nm1037455
tt9894844	nm1037455	nm1037455
tt9894846	nm1037455	nm1037455
tt9894848	nm1037455	nm1037455
tt9894850	nm1037455	nm1037455
tt9894852	nm1037455	nm1037455
tt9894854	nm1037455	nm1037455
tt9894856	nm1037455	nm1037455
tt9894858	\N	\N
tt9894860	nm0146709	\N
tt9894862	nm10510486	nm10510486
tt9894864	nm3991160,nm5061612	nm5061612
tt9894866	\N	\N
tt9894870	nm6813175	nm6813175
