tconst	directors	writers
tt0774643	nm2017547	nm2017547,nm2199033,nm1273238
tt0774644	nm2194717	nm2197279
tt0774645	nm1628249	nm1628249
tt0774646	nm2190186,nm1108657	nm2190186
tt0774647	nm2087579	nm1450427
tt0774648	nm2067529,nm1459448	nm2197279
tt0774649	nm1254584	nm1254584
tt0774650	nm1666383,nm2188056	nm1666383,nm2188056
tt0774651	nm2189040	nm2013058,nm2189040
tt0774652	nm2185873	nm2185873
tt0774653	nm2002341	nm2002341
tt0774654	nm2192016	nm2192016
tt0774655	nm2109852	nm2196125,nm2109852,nm1932665
tt0774656	nm2194197	nm2198721
tt0774657	nm1871708	nm2197279
tt0774658	nm2195094	nm2190974,nm2195094
tt0774659	nm0785199	nm0785199
tt0774660	nm1977585	nm1977585
tt0774661	nm1306361	nm1306361
tt0774662	nm1883323	nm2101136
tt0774663	nm1191315	nm1191315
tt0774664	nm2189297	nm2192400
tt0774665	nm1881489	nm1881489
tt0774666	nm1899545	nm2189440
tt0774667	nm1471751	nm1471751
tt0774669	nm2004729	nm2017767
tt0774670	nm2011910	nm2011910,nm1400510
tt0774671	nm0785199	nm0785199
tt0774672	nm2087579	nm1986962
tt0774673	nm2185906	nm2185906
tt0774674	nm0274407	nm0274407,nm1644621
tt0774675	nm2204736	nm2204736
tt0774676	nm2187677	nm2195072,nm2187677
tt0774677	nm2187688	nm2187688
tt0774678	nm2189670,nm2196411	nm2189670,nm2196411
tt0774679	nm2193653	nm2193653
tt0774680	nm2152515	nm2152515
tt0774681	nm1015265	nm1015265
tt0774682	nm2187223	nm2187223
tt0774683	nm0763134	nm2192981
tt0774684	nm2162043	nm2162043
tt0774685	nm2196932	nm2196932
tt0774686	nm1973438	nm1973438
tt0774687	nm2018080	nm2018080
tt0774688	nm1191315	nm2188747,nm2187309,nm2198397,nm2190008,nm2197152
tt0774689	nm2010531	nm2010531
tt0774690	nm1645773	nm1645773,nm1940598,nm2199660
tt0774691	nm2192480	nm2197571
tt0774692	nm0306452	nm0306452,nm0000590
tt0774693	nm2192026	nm2192026
tt0774694	nm2199099,nm2196536,nm1740736	nm2199099,nm1740736
tt0774695	nm1018426	nm1018426
tt0774696	nm2210285	nm2210285
tt0774697	nm0406644,nm1181217	nm0665035,nm2194872
tt0774698	nm2112457	nm2112457
tt0774699	nm2193094	nm1260419,nm2193094
tt0774700	nm2186272,nm2186386	nm2186272,nm2186386
tt0774701	nm1883015	nm1883015
tt0774702	nm2195086	\N
tt0774703	nm2186915	nm2186915
tt0774704	nm1481108	nm1481108
tt0774705	nm2011610	nm2011610
tt0774706	nm1038761	nm1038761
tt0774707	nm2197629	nm2191864
tt0774708	nm2138638	nm2138638
tt0774709	nm2186957	nm2186957
tt0774710	nm1883323	nm2186252
tt0774711	nm1191315	nm1191315
tt0774712	nm1191315	nm1191315
tt0774713	nm1191315	nm1191315
tt0774714	nm1191315	nm1191315
tt0774715	nm1191315	nm1191315
tt0774716	nm0243848	nm0243848
tt0774717	nm0958766	nm2187700,nm2192252,nm2196687,nm2195082
tt0774718	nm2198480,nm2197407	nm2198480,nm2197407
tt0774719	nm2185915	nm1881130
tt0774720	nm2187714	nm2187714
tt0774721	nm1859979	nm1859979
tt0774722	nm1073506	nm1073506,nm2197614
tt0774723	nm0957310,nm1892060	nm1892060,nm0957310
tt0774724	nm2178699	\N
tt0774725	nm2127947	\N
tt0774726	\N	nm2192447,nm2193191
tt0774727	\N	nm2193191
tt0774729	\N	\N
tt0774730	\N	\N
tt0774731	\N	\N
tt0774732	\N	\N
tt0774733	\N	\N
tt0774734	\N	\N
tt0774735	\N	\N
tt0774736	nm0617451	nm0526847
tt0774737	nm0617451	nm0526847
tt0774738	nm0617451	nm0526847
tt0774739	nm0617451	nm0526847
tt0774740	nm0617451	nm0526847
tt0774741	nm0617451	nm0526847
tt0774742	\N	\N
tt0774743	\N	\N
tt0774744	\N	\N
tt0774745	\N	\N
tt0774746	\N	\N
tt0774747	\N	\N
tt0774748	\N	nm0886898
tt0774749	\N	\N
tt0774750	\N	\N
tt0774751	\N	nm0886898
tt0774752	\N	\N
tt0774753	\N	\N
tt0774754	nm1142235,nm0846328	nm1142235,nm0846328
tt0774755	nm0459732	nm0459732,nm2171941
tt0774756	nm0004380	nm0004380
tt0774757	nm0700090	nm0006938,nm0095149,nm1988161,nm0062577,nm0996730
tt0774758	nm1655705,nm1700803,nm1285154,nm0607891	nm1028495,nm0251237
tt0774759	nm1500640	nm2194590,nm1500640
tt0774760	nm0239291	nm0222079,nm0211315,nm0386678,nm0838441,nm0941703
tt0774761	nm0345129	nm0345129,nm0576689
tt0774762	nm0244306	\N
tt0774763	nm1285531	nm0750549
tt0774764	nm1223664	nm1223664
tt0774765	nm2094259	nm2094259
tt0774766	nm2193968,nm2187355	nm0606787,nm1041140
tt0774767	nm0019721,nm2175786,nm0004509	\N
tt0774768	\N	nm5365615
tt0774769	\N	\N
tt0774770	nm0287695	nm0918165,nm0255162
tt0774771	\N	nm0213973
tt0774772	nm1470984	nm1470984
tt0774773	nm0004873	nm0004873,nm0236325,nm0338009,nm1114194,nm0559733,nm1131503,nm0588362,nm0866875,nm0899567
tt0774775	\N	\N
tt0774776	nm0391828	nm0819221,nm0391828,nm0188349,nm0494866,nm1430641,nm0221188
tt0774777	nm0746812	nm0507355,nm0188349,nm0494866,nm1430641,nm0221188
tt0774778	\N	nm0742756
tt0774779	\N	nm0742756
tt0774780	\N	nm0742756
tt0774781	\N	nm0742756
tt0774782	\N	nm0742756
tt0774783	\N	nm0742756
tt0774784	\N	nm0742756
tt0774785	nm0257093	nm0257093,nm0742756
tt0774786	\N	nm4137044
tt0774787	\N	\N
tt0774788	nm0446334	nm0068074,nm0591517,nm0007947,nm1019641,nm1010102,nm0068347,nm0068589
tt0774790	nm0691540	nm0068074,nm0591517,nm1011786,nm1019641,nm1010102,nm0068347,nm0068589
tt0774791	nm0691540	nm0068074,nm0591517,nm1038953,nm1019641,nm1010102,nm0068347,nm0068589
tt0774792	nm0691540	nm0068074,nm0591517,nm1038953,nm1019641,nm1010102,nm0068347,nm0068589
tt0774793	nm0829985	nm0068074,nm0591517,nm1038953,nm1019641,nm1010102,nm0068347,nm0068589
tt0774794	nm0829985	nm0068074,nm0591517,nm1011786,nm1019641,nm1010102,nm0068347,nm0068589
tt0774795	nm0446334	nm0068074,nm0591517,nm1038953,nm1019641,nm1010102,nm0068347,nm0068589
tt0774796	nm0825731	nm0014953,nm0625238,nm1116986
tt0774797	\N	\N
tt0774798	nm2187852	nm0242063
tt0774799	nm1621715	\N
tt0774800	nm1951120	\N
tt0774801	\N	\N
tt0774802	nm0441940	nm0414372,nm0441940
tt0774803	nm0953649,nm0832309	nm0397916
tt0774805	nm1637484	nm1462111
tt0774806	nm0664515	nm0010915,nm0005484
tt0774807	nm0002704	nm0005082,nm0004766,nm0362379
tt0774808	nm1512410	nm0480782,nm0949752
tt0774809	nm1239959,nm0715532	nm2438224,nm2195555,nm2584046,nm0715532,nm0766272,nm1160330
tt0774810	\N	\N
tt0774811	nm0287695	nm0291449,nm0918829
tt0774812	\N	nm0403568,nm0403569
tt0774813	\N	\N
tt0774814	nm0007071	nm0886898,nm3017465
tt0774815	\N	nm0102122,nm0119997,nm0589429,nm3187030,nm0728125,nm0862067
tt0774816	\N	nm4972117,nm2419908
tt0774817	nm0581589	\N
tt0774818	nm0265954	nm0112270,nm0458292
tt0774819	\N	nm4024028,nm4380835
tt0774820	\N	nm4024028,nm4380835
tt0774821	nm2392475,nm1093478,nm1267565,nm2365586	nm0068856,nm9358263
tt0774822	nm0366703	nm0769988
tt0774823	\N	\N
tt0774824	nm0802501	\N
tt0774825	nm0233565	\N
tt0774826	\N	\N
tt0774827	nm0178079	nm0569423
tt0774828	\N	\N
tt0774829	\N	\N
tt0774830	\N	\N
tt0774831	\N	\N
tt0774832	\N	\N
tt0774833	\N	\N
tt0774834	\N	\N
tt0774835	\N	\N
tt0774836	\N	nm0843385,nm2195244
tt0774837	nm1519358	\N
tt0774838	\N	\N
tt0774839	nm1546942	\N
tt0774840	nm1546942	\N
tt0774841	\N	nm1008341,nm2189153
tt0774842	\N	nm1008341,nm2189153
tt0774843	\N	nm1008341,nm2189153
tt0774844	\N	nm1008341,nm2189153
tt0774845	\N	nm1008341,nm2189153
tt0774846	nm0843385	nm0699594
tt0774847	nm1546942	\N
tt0774848	\N	nm2209786
tt0774849	nm0697130	nm0871308
tt0774850	nm0697130	nm0871308
tt0774851	nm0697130	nm0871308
tt0774852	nm0697130	nm0871308
tt0774853	nm0697130	nm0871308
tt0774854	\N	\N
tt0774855	nm0843385	nm0699594
tt0774856	nm0843385	nm0699594
tt0774857	nm0697130	\N
tt0774858	nm1546942	\N
tt0774859	\N	\N
tt0774860	nm0843385	nm0699594
tt0774861	nm1546942	nm2204007
tt0774862	nm1546942	nm2204007
tt0774864	nm1546942	nm2204007
tt0774865	nm1546942	nm2209164
tt0774866	\N	nm0392933
tt0774867	\N	nm0834004
tt0774868	\N	nm0834004
tt0774869	\N	nm0834004
tt0774870	\N	nm0834004
tt0774871	\N	nm0834004
tt0774872	\N	nm0392933
tt0774873	nm0161855	nm2210370
tt0774874	nm0161855	nm2210370
tt0774875	nm0161855	nm2210370
tt0774876	nm0161855	nm2210370
tt0774877	nm0161855	nm2210370
tt0774878	nm1519358	nm0026153
tt0774879	\N	nm1569280
tt0774880	\N	nm1569280
tt0774881	\N	nm1569280
tt0774882	\N	nm1569280
tt0774883	\N	nm1569280
tt0774884	\N	nm0392933
tt0774885	nm1519358	nm0026153
tt0774886	nm0697130	\N
tt0774887	\N	nm0843385,nm2195244
tt0774888	\N	nm0843385,nm2195244
tt0774889	\N	nm0188654
tt0774890	nm0161855	nm0507000,nm0289136
tt0774891	nm0161855	nm0507000,nm0289136
tt0774892	nm0161855	nm0507000,nm0289136
tt0774893	nm0161855	nm0507000,nm0289136
tt0774894	nm0161855	nm0507000,nm0289136
tt0774895	nm0161855	nm0332146
tt0774896	nm0161855	nm0332146
tt0774897	nm0161855	nm0332146
tt0774898	nm0161855	nm0332146
tt0774899	nm0161855	nm0332146
tt0774900	nm0697130	\N
tt0774901	\N	nm0392933
tt0774902	\N	nm0392933
tt0774903	\N	nm0626334
tt0774904	\N	nm0626334
tt0774905	\N	nm0626334
tt0774906	\N	nm0626334
tt0774907	\N	nm0626334
tt0774908	nm1519358	nm0026153
tt0774909	nm0843385	nm0699594
tt0774910	nm1546942	nm0693229
tt0774911	nm1546942	nm0693229
tt0774912	nm1546942	nm0693229
tt0774913	nm1546942	nm0693229
tt0774914	nm1546942	nm1842462,nm1546942
tt0774915	nm1546942	nm1842462,nm1546942
tt0774916	nm1546942	nm1842462,nm1546942
tt0774917	nm1546942	nm1842462,nm1546942
tt0774918	nm1546942	nm1842462,nm1546942
tt0774919	nm1519358	nm0026153
tt0774920	nm0697130	\N
tt0774921	nm0697130	\N
tt0774922	\N	nm0188654
tt0774923	\N	nm0188654
tt0774924	\N	nm0188654
tt0774925	\N	nm0188654
tt0774926	nm0161855	nm0590316,nm0161855
tt0774927	nm0161855	nm0590316,nm0161855
tt0774928	nm0161855	nm0590316,nm0161855
tt0774929	nm0161855	nm0590316,nm0161855
tt0774930	nm0161855	nm0590316,nm0161855
tt0774931	nm0053484,nm0360253	nm0120152,nm0070824,nm0053484,nm0360253
tt0774932	nm0053484,nm0360253	nm0288111,nm0070824,nm0053484,nm0360253
tt0774933	nm0360253,nm0053484	nm0120152,nm0020918,nm0070824,nm0053484,nm0360253
tt0774934	nm0053484,nm0360253	nm0548378,nm0070824,nm0053484,nm0360253
tt0774935	\N	\N
tt0774936	nm0900972	nm0734740
tt0774938	nm0790395	\N
tt0774939	\N	\N
tt0774940	nm1323599	nm0035836,nm0272401,nm1213504,nm2151869,nm1698580,nm0630081,nm1001768,nm1802869
tt0774941	nm1323599	\N
tt0774942	nm1323599	\N
tt0774943	nm1323599	\N
tt0774944	nm0129574,nm0687390	nm0013094,nm1863400,nm0330462,nm0005277,nm0804443,nm0821786
tt0774945	nm0687390,nm0129574	nm0013094,nm1863400,nm0330462,nm0005277,nm0804443,nm0821786
tt0774946	nm0129574,nm0687390	nm0013094,nm1863400,nm0330462,nm0005277,nm0804443,nm0821786
tt0774947	nm0687390,nm0129574	nm0013094,nm1863400,nm0330462,nm0005277,nm0804443,nm0821786
tt0774948	nm0129574,nm0687390	nm0013094,nm1863400,nm0330462,nm0005277,nm0804443,nm0821786
tt0774949	nm1097698	nm0016437,nm0037434,nm0088550,nm1328630,nm1016317,nm0329634,nm0330462,nm2001553,nm2039090,nm0452993,nm0464523,nm0564836,nm0630497,nm0005277,nm0821026,nm0842173,nm1336162
tt0774950	nm1097698	nm0016437,nm0037434,nm0088550,nm1328630,nm1016317,nm0329634,nm0330462,nm2001553,nm2039090,nm0452993,nm0464523,nm0564836,nm0630497,nm0005277,nm0821026,nm0842173,nm1336162
tt0774951	nm1097698	nm0016437,nm0037434,nm0088550,nm1328630,nm1016317,nm0329634,nm0330462,nm2001553,nm2039090,nm0452993,nm0464523,nm0564836,nm0630497,nm0005277,nm0821026,nm0842173,nm1336162
tt0774952	nm1097698	nm0016437,nm0037434,nm0088550,nm1328630,nm1016317,nm0329634,nm0330462,nm2001553,nm2039090,nm0452993,nm0464523,nm0564836,nm0630497,nm0005277,nm0821026,nm0842173,nm1336162
tt0774953	nm1097698	nm0016437,nm0037434,nm0088550,nm1328630,nm1016317,nm0329634,nm0330462,nm2001553,nm2039090,nm0452993,nm0464523,nm0564836,nm0630497,nm0005277,nm0821026,nm0842173,nm1336162
tt0774954	nm0348668	nm0122427,nm0272324,nm1180168,nm0001468,nm0612301,nm0640840,nm0691154,nm0799995,nm0950085
tt0774955	nm0348668	nm0122427,nm0272324,nm1180168,nm0001468,nm0612301,nm0640840,nm0691154,nm0799995,nm0950085
tt0774956	nm0348668	nm0122427,nm0996101,nm0272324,nm0298858,nm1180168,nm0444517,nm0001468,nm0612301,nm0640840,nm0691154,nm0720304,nm0799995,nm0950085
tt0774957	nm0348668	nm0065637,nm0122427,nm0142620,nm0996101,nm0272324,nm1180168,nm0001468,nm0612301,nm0640840,nm0691154,nm0716926,nm0950085
tt0774958	nm0348668	nm0057398,nm0065637,nm0122427,nm0127373,nm0142620,nm0996101,nm1093492,nm0272324,nm2089364,nm0431817,nm0446264,nm0001468,nm0611848,nm0612301,nm0640840,nm0996024,nm0830352,nm0950085
tt0774959	nm0348668	nm0057398,nm0065637,nm0122427,nm0127373,nm0142620,nm0996101,nm1093492,nm0272324,nm2089364,nm0431817,nm0446264,nm0001468,nm0611848,nm0612301,nm0640840,nm0996024,nm0830352,nm0950085
tt0774960	nm0348668	nm0057398,nm0065637,nm0122427,nm0127373,nm0142620,nm0996101,nm1093492,nm0272324,nm2089364,nm0431817,nm0446264,nm0001468,nm0611848,nm0612301,nm0640840,nm0996024,nm0830352,nm0950085
tt0774961	nm0348668	nm0057398,nm0065637,nm0122427,nm0127373,nm0142620,nm0996101,nm1093492,nm0272324,nm2089364,nm0431817,nm0446264,nm0001468,nm0611848,nm0612301,nm0640840,nm0996024,nm0830352,nm0950085
tt0774962	nm0008956	nm0095498,nm1096215,nm0304186,nm0431817,nm1002564,nm0001427,nm0534983,nm0553146,nm0003962,nm0809214,nm1140596,nm0918441
tt0774963	nm0075562	nm0167065
tt0774964	\N	\N
tt0774965	\N	\N
tt0774966	nm0087071	nm1263023,nm0051469,nm0134968,nm0240930,nm0280901,nm0403947,nm0431546,nm0567852,nm0577456,nm0770462,nm0001737,nm0795084,nm1226739
tt0774967	nm2198309	nm2191624
tt0774968	nm0718001	nm0321782,nm0506619
tt0774969	nm0400480	nm0213905,nm0818331,nm0820689
tt0774970	nm0400480	nm0321782,nm0820689
tt0774971	nm0400480	nm0754493,nm0820689,nm0489834
tt0774972	nm0400480	nm1061878,nm0820689
tt0774973	nm0400480	nm2189763,nm0571066,nm0820689
tt0774974	nm0400480	nm0321782,nm0820689
tt0774975	nm0090013	nm0389280
tt0774976	nm1802889	nm1895331
tt0774977	nm0002973	nm0315386,nm0963343,nm0963386
tt0774979	\N	\N
tt0774980	\N	\N
tt0774982	nm0002315,nm0504748	\N
tt0774983	nm1183878	nm0016437,nm0141932,nm1006695,nm1010396,nm0519209,nm0005175,nm0842173,nm0918111
tt0774984	nm1183878	nm0016437,nm0141932,nm1006695,nm1010396,nm0519209,nm0005175,nm0842173,nm0918111
tt0774985	nm1183878	nm0016437,nm0141932,nm1006695,nm1010396,nm0519209,nm0005175,nm0842173,nm0918111
tt0774986	\N	nm0088354,nm0141932,nm1003817,nm1002564,nm0005175,nm1000262,nm1001768,nm0740332,nm1002146,nm0918111
tt0774987	\N	nm0088354,nm0141932,nm1003817,nm1002564,nm0005175,nm1000262,nm1001768,nm0740332,nm1002146,nm0918111
tt0774988	\N	\N
tt0774989	\N	nm0666513
tt0774990	nm0533414	nm0316834,nm0065114
tt0774991	nm0533414	nm0316834
tt0774992	nm0533414	nm0316834,nm0120031
tt0774993	nm0533414	nm0316834
tt0774994	nm0533414	nm0316834,nm0041179
tt0774995	\N	\N
tt0774996	nm2298108	\N
tt0774997	nm7171002	\N
tt0774998	nm2134698	\N
tt0774999	nm1644463	\N
tt0775000	nm2594296	\N
tt0775001	\N	\N
tt0775002	\N	nm1903898
tt0775003	\N	nm0295740,nm1235714
tt0775004	\N	nm0295740,nm1235714
tt0775005	\N	nm0295740,nm1235714
tt0775006	\N	nm0295740,nm1235714
tt0775007	\N	nm0295740,nm1235714
tt0775008	\N	nm0295740,nm1235714
tt0775009	\N	nm0295740,nm1235714
tt0775010	\N	nm0295740,nm1235714
tt0775011	\N	nm0295740,nm1235714
tt0775012	\N	nm0295740,nm1235714
tt0775013	\N	nm0295740,nm1235714
tt0775014	\N	nm0295740,nm1235714
tt0775015	\N	nm0295740,nm1235714
tt0775016	\N	nm0295740,nm1235714
tt0775017	\N	nm0295740,nm1235714
tt0775018	\N	nm0295740,nm1235714
tt0775019	\N	nm0295740,nm1235714
tt0775020	\N	nm0295740,nm1235714
tt0775021	\N	nm0295740,nm1235714
tt0775022	\N	nm0295740,nm1235714
tt0775023	\N	nm0295740,nm1235714
tt0775024	\N	nm0295740,nm1235714
tt0775025	\N	nm0295740,nm1235714
tt0775026	\N	nm0295740,nm1235714
tt0775027	\N	nm0295740,nm1235714
tt0775028	\N	nm0295740,nm1235714
tt0775029	\N	nm0295740,nm1235714
tt0775030	\N	nm0295740,nm1235714
tt0775031	\N	nm0295740,nm1235714
tt0775032	\N	nm0295740,nm1235714
tt0775033	\N	nm0295740,nm1235714
tt0775034	\N	nm0295740,nm1235714
tt0775035	\N	nm0295740,nm1235714
tt0775036	\N	nm0295740,nm1235714
tt0775037	\N	nm0295740,nm1235714
tt0775038	\N	nm1250727,nm1691008,nm1113984,nm0295740,nm2755909,nm1692202,nm1235714,nm1196121
tt0775039	\N	nm0295740,nm1235714
tt0775040	\N	nm0295740,nm1235714
tt0775041	\N	nm0295740,nm1235714
tt0775042	\N	nm0295740,nm1235714
tt0775043	\N	\N
tt0775044	nm2189291	nm0004843
tt0775045	nm0638189	nm2188017,nm0383213,nm0754327
tt0775046	\N	\N
tt0775047	nm2083822	\N
tt0775048	nm1148753	nm0295740
tt0775049	nm1148753	nm0295740
tt0775050	\N	\N
tt0775051	\N	\N
tt0775052	nm0113512	nm0111156,nm3433314,nm0459679,nm0972418,nm1337895,nm3485259,nm1302282,nm1656336,nm0867690
tt0775053	nm0113512	nm0111156,nm3433314,nm0459679,nm0972418,nm1337895,nm3485259,nm1302282,nm1656336,nm0867690
tt0775054	nm0113512	nm0111156,nm3433314,nm0459679,nm0972418,nm1337895,nm3485259,nm1302282,nm1656336,nm0867690
tt0775055	nm0113512	nm0111156,nm3433314,nm0459679,nm0972418,nm1337895,nm3485259,nm1302282,nm1656336,nm0867690
tt0775056	nm0113512	nm0111156,nm3433314,nm0459679,nm0972418,nm1337895,nm3485259,nm1302282,nm1656336,nm0867690
tt0775057	\N	\N
tt0775058	\N	\N
tt0775059	nm2198053,nm0637257,nm3369961	\N
tt0775060	nm1029269,nm0871860	\N
tt0775061	\N	\N
tt0775062	\N	\N
tt0775063	\N	\N
tt0775064	\N	\N
tt0775065	\N	\N
tt0775066	\N	\N
tt0775067	nm0567993	nm1003798,nm0808801,nm1020893,nm0396451,nm1018524,nm0839917,nm1563074,nm0068347
tt0775068	nm1961405	nm0111793,nm0953104,nm1802524,nm2059212,nm2292729,nm1959451,nm1157809,nm1779970,nm1780059,nm9121938,nm1780010,nm1963323
tt0775069	nm2195350	nm2195350
tt0775070	nm1644765	nm1644765
tt0775071	nm1252080	nm1252080
tt0775072	nm1848114	nm2192041,nm1848114
tt0775073	nm1048500	nm1048500
tt0775074	nm0169508	\N
tt0775075	nm0233407,nm0095498	nm0095498,nm0464112,nm0621685
tt0775076	nm0767203	nm1213420
tt0775077	nm2103947	\N
tt0775078	nm1417777	nm0998110
tt0775079	nm2196748	nm0791222
tt0775080	nm0091824	nm8642448,nm0091824
tt0775081	nm1546956	\N
tt0775082	nm2198611	nm2198611
tt0775083	nm0169508	\N
tt0775084	nm1419293	nm1419293
tt0775085	nm0121368	nm0121368
tt0775086	nm2189952	nm2189952
tt0775087	nm1403301	nm1403301
tt0775088	nm0787911	nm2263232,nm0621189
tt0775089	nm2195700	nm2195700
tt0775090	nm0553379	nm2194199,nm0133381,nm0553379
tt0775091	nm1828416	\N
tt0775092	nm2193547	nm2193547
tt0775093	nm2194644	nm2194644
tt0775094	nm2194919	nm2194919
tt0775095	nm0296637	nm1960075
tt0775096	nm0434508	nm0951026
tt0775097	nm2195626	nm2195626
tt0775098	nm0568260	nm0568260
tt0775099	nm0427805	\N
tt0775100	nm1514490	nm1514490
tt0775101	nm0973213	\N
tt0775102	nm1252080	nm1252080
tt0775103	\N	\N
tt0775104	nm0774139	\N
tt0775105	\N	\N
tt0775107	\N	\N
tt0775108	\N	\N
tt0775109	\N	\N
tt0775110	\N	\N
tt0775111	\N	\N
tt0775112	\N	\N
tt0775113	\N	\N
tt0775114	nm0842830	nm0663489,nm0865157
tt0775115	\N	\N
tt0775116	\N	\N
tt0775117	\N	\N
tt0775118	\N	\N
tt0775119	\N	\N
tt0775120	\N	\N
tt0775121	\N	\N
tt0775122	\N	\N
tt0775123	\N	\N
tt0775124	nm0951605	nm1446005
tt0775125	nm0951605	nm1446005
tt0775126	nm1608926	\N
tt0775127	\N	nm0004723,nm0596298,nm1244069
tt0775128	\N	\N
tt0775129	\N	\N
tt0775130	nm0495361	nm0285401
tt0775131	nm0894583	nm0270317,nm0891126
tt0775132	nm0418986	nm0270317,nm0354942
tt0775133	nm0418986	nm1058396
tt0775134	nm0023626	nm0161427
tt0775135	nm0418986	nm0270317,nm0354942
tt0775136	nm0047688	nm0179952
tt0775137	nm0170934	nm0091852,nm0633468,nm0864025
tt0775138	nm0495361	nm0551139
tt0775139	\N	nm0666203,nm1249059,nm0779321
tt0775140	\N	nm0666203,nm1249059,nm0779321
tt0775141	\N	nm0666203,nm1249059,nm0779321
tt0775142	\N	nm1249059
tt0775143	\N	nm1249059
tt0775144	\N	nm1249059
tt0775145	\N	nm1249059
tt0775146	\N	nm0742756
tt0775147	\N	nm0742756
tt0775148	\N	nm0742756
tt0775149	\N	nm0742756
tt0775150	\N	nm0742756
tt0775151	\N	nm0742756
tt0775152	\N	nm0742756
tt0775153	\N	nm0742756
tt0775155	\N	nm0742756
tt0775156	nm1349378	nm1349378,nm0742756
tt0775157	\N	nm0742756
tt0775158	\N	\N
tt0775159	\N	\N
tt0775160	nm2053175	nm1049492,nm1130494,nm0975298
tt0775161	nm1049492,nm0168340	nm1049492,nm0975298
tt0775162	nm2052014	nm1825503,nm0975298
tt0775163	nm2052014	nm1825503,nm0975298
tt0775164	nm2052014	nm0455009,nm1049492,nm0975298
tt0775165	nm2053175	nm1825503,nm0975298
tt0775166	nm2052014	nm1049492,nm0975298
tt0775167	nm2236453	nm1825503,nm0975298
tt0775168	nm2053175	nm1825503,nm0975298
tt0775169	nm2053175	nm1049492,nm0975298
tt0775170	nm2052014	nm1825503,nm0975298,nm2474089,nm1049492
tt0775171	nm2052014	nm1130494,nm1049492,nm1825503,nm0975298
tt0775172	nm2236453	nm1825503,nm0975298
tt0775173	nm2053175	nm1049492,nm0975298
tt0775174	nm2053175	nm1049492,nm0975298
tt0775175	nm0664756	nm0931285,nm0048996,nm0277716,nm0568730,nm1933939
tt0775176	nm0874716	nm0865847,nm0002526,nm0300284
tt0775177	nm0664756	nm0931285,nm0263489,nm0277716,nm0568730
tt0775178	nm0664756	nm0931285,nm0002526,nm0277716,nm0568730
tt0775179	nm0664756	nm0931285,nm0213385,nm0277716,nm0568730,nm0746687
tt0775180	nm0664756	nm0931285,nm0123138,nm0277716,nm0568730,nm0912137
tt0775181	nm0664756	nm0931285,nm0277716,nm0427993,nm0568730,nm5333675
tt0775182	nm0874716	nm0865847,nm0002526
tt0775183	\N	nm0143723,nm0564229
tt0775184	\N	\N
tt0775185	nm0121263	nm0026755,nm0027487,nm0366481
tt0775186	\N	\N
tt0775187	nm0235852	nm0502556,nm0972454
tt0775188	nm1621715	\N
tt0775189	nm0952352	nm0825284,nm0925878
tt0775190	nm0696136	nm0923538,nm0912726
tt0775191	\N	\N
tt0775192	nm0695779	nm0414372,nm0441940
tt0775193	nm0294229	nm0414372,nm0255718
tt0775194	nm0369858	nm0414372,nm0441940
tt0775195	nm0082676	nm0414372,nm0441940
tt0775196	nm0695779	nm0414372,nm0270570
tt0775197	nm0601293	nm0414372,nm0791183
tt0775198	nm3738108	nm1064210
tt0775199	nm3738108	nm1064210
tt0775200	nm3738108	nm1064210
tt0775201	nm3738108	nm1064210
tt0775202	nm0474374,nm0364825	nm0364825,nm0474374
tt0775203	nm0506589	nm0364825,nm0474374
tt0775204	nm0589495	nm0226730
tt0775205	nm0364825,nm0474374	nm0364825,nm0474374
tt0775206	nm0481555	nm0103030
tt0775207	nm0481555	nm0364825,nm0474374
tt0775208	nm0481555	nm0364825,nm0474374
tt0775209	nm0589495	nm0349897
tt0775210	\N	\N
tt0775211	\N	nm1758528
tt0775212	nm1519019,nm1234589,nm1041792	nm1041858
tt0775213	\N	\N
tt0775214	\N	nm0403568,nm0403569
tt0775215	nm0336726	nm0336726
tt0775216	nm0336726	nm0336726
tt0775217	nm0923571	nm0007947
tt0775218	nm0923571	nm0136333,nm0179709,nm0770886
tt0775219	\N	nm0136333,nm0770886
tt0775220	\N	nm0136333,nm0770886
tt0775221	nm0900972	nm0086749,nm0136333,nm0413924,nm0770886
tt0775222	\N	\N
tt0775223	\N	\N
tt0775224	nm1327690	nm1333810,nm1136690,nm1450542,nm1382887,nm1739759,nm0617031,nm2193903
tt0775225	\N	nm1603518,nm0688391
tt0775226	nm2193161	\N
tt0775227	nm2193161	\N
tt0775228	nm2193161	\N
tt0775229	nm2193161	\N
tt0775230	nm0161855	\N
tt0775231	\N	nm1442484
tt0775232	\N	\N
tt0775233	\N	\N
tt0775234	\N	\N
tt0775235	\N	\N
tt0775236	\N	\N
tt0775237	\N	nm1442484
tt0775238	nm0161855	nm1886206
tt0775239	nm0161855	nm1886206
tt0775240	nm0161855	nm1886206
tt0775241	nm0161855	nm1886206
tt0775242	\N	nm1442484
tt0775243	\N	nm1626467,nm2186912
tt0775244	\N	nm1626467,nm2186912
tt0775245	\N	nm1626467,nm2186912
tt0775246	\N	nm1626467,nm2186912
tt0775247	\N	nm1626467,nm2186912
tt0775248	\N	nm2195167
tt0775249	nm0161855	nm0400882,nm2186485
tt0775250	nm1498121	nm0699594
tt0775251	nm1498121	nm0699594
tt0775252	nm1498121	nm0699594
